Samples - Plot 0	"Amplitude, V - Plot 0"
1180	-0.000201983
1181	-0.00117774
1182	-0.00182824
1183	-0.00150299
1184	-0.000201983
1185	0.000123269
1186	-0.00215349
1187	-0.00312925
1188	-0.000527234
1189	-0.00150299
1190	-0.00247874
1191	-0.00182824
1192	-0.00247874
1193	-0.00215349
1194	-0.00182824
1195	-0.00150299
1196	-0.00117774
1197	-0.00182824
1198	-0.00117774
1199	0.00044852
1200	-0.000852486
1201	-0.000527234
1202	-0.00215349
1203	-0.000201983
1204	-0.000852486
1205	-0.000852486
1206	-0.000852486
1207	-0.000852486
1208	-0.00150299
1209	-0.000527234
1210	-0.00312925
1211	-0.00247874
1212	-0.00312925
1213	-0.00215349
1214	-0.0034545
1215	-0.00247874
1216	-0.00150299
1217	-0.00280399
1218	-0.00312925
1219	-0.00117774
1220	-0.00117774
1221	-0.00117774
1222	-0.00247874
1223	-0.00247874
1224	-0.00312925
1225	-0.00312925
1226	-0.004105
1227	-0.0034545
1228	-0.004105
1229	-0.0034545
1230	-0.00377975
1231	-0.00508075
1232	-0.00280399
1233	-0.00312925
1234	-0.00247874
1235	-0.004105
1236	-0.00377975
1237	-0.0034545
1238	-0.00280399
1239	-0.0034545
1240	-0.00312925
1241	-0.00312925
1242	-0.0034545
1243	-0.0034545
1244	-0.00508075
1245	-0.00443025
1246	-0.00443025
1247	-0.004105
1248	-0.00377975
1249	-0.004105
1250	-0.00312925
1251	-0.00377975
1252	-0.0034545
1253	-0.00377975
1254	-0.00215349
1255	-0.00247874
1256	-0.0034545
1257	-0.00377975
1258	-0.004105
1259	-0.0034545
1260	-0.0047555
1261	-0.00247874
1262	-0.00247874
1263	-0.0034545
1264	-0.004105
1265	-0.00215349
1266	-0.00280399
1267	-0.0034545
1268	-0.00280399
1269	-0.00215349
1270	-0.00150299
1271	-0.00247874
1272	0.000773772
1273	-0.0034545
1274	-0.00182824
1275	-0.00215349
1276	-0.00508075
1277	-0.00280399
1278	-0.004105
1279	-0.00247874
1280	-0.00117774
1281	-0.00377975
1282	-0.00280399
1283	-0.0034545
1284	-0.00280399
1285	-0.00280399
1286	-0.00182824
1287	-0.00215349
1288	-0.00117774
1289	-0.00280399
1290	-0.00215349
1291	-0.00280399
1292	-0.0034545
1293	-0.00150299
1294	-0.00280399
1295	-0.00215349
1296	-0.00182824
1297	-0.004105
1298	-0.00280399
1299	-0.0047555
1300	-0.004105
1301	-0.00182824
1302	-0.00312925
1303	-0.00247874
1304	-0.00247874
1305	-0.00280399
1306	-0.00117774
1307	-0.00215349
1308	-0.00247874
1309	0.000123269
1310	-0.00117774
1311	-0.000852486
1312	-0.00280399
1313	-0.00215349
1314	-0.00247874
1315	-0.00215349
1316	-0.00150299
1317	-0.0034545
1318	-0.00377975
1319	-0.00247874
1320	-0.00182824
1321	-0.00182824
1322	0.000123269
1323	-0.000201983
1324	-0.000852486
1325	-0.000201983
1326	0.000123269
1327	-0.000201983
1328	-0.000527234
1329	-0.000852486
1330	-0.00215349
1331	-0.00247874
1332	-0.00312925
1333	-0.004105
1334	-0.004105
1335	-0.00312925
1336	-0.00443025
1337	-0.00443025
1338	-0.004105
1339	-0.00508075
1340	-0.0034545
1341	-0.00280399
1342	-0.00312925
1343	-0.00247874
1344	-0.0034545
1345	-0.00215349
1346	-0.00117774
1347	-0.00215349
1348	-0.0047555
1349	-0.00280399
1350	-0.00312925
1351	-0.00573126
1352	-0.00573126
1353	-0.00443025
1354	-0.004105
1355	-0.0047555
1356	-0.00443025
1357	-0.00247874
1358	-0.00312925
1359	-0.00280399
1360	-0.00377975
1361	-0.00215349
1362	-0.00247874
1363	-0.0034545
1364	-0.00247874
1365	-0.004105
1366	-0.00247874
1367	-0.0034545
1368	-0.0034545
1369	-0.00377975
1370	-0.00377975
1371	-0.00280399
1372	-0.0034545
1373	-0.00443025
1374	-0.00508075
1375	-0.00312925
1376	-0.00312925
1377	-0.00312925
1378	-0.004105
1379	-0.0047555
1380	-0.00280399
1381	-0.00182824
1382	-0.00247874
1383	-0.0034545
1384	-0.00280399
1385	-0.00280399
1386	-0.00215349
1387	-0.00215349
1388	-0.0034545
1389	-0.00377975
1390	-0.00540601
1391	-0.004105
1392	-0.00443025
1393	-0.0034545
1394	-0.00280399
1395	-0.0034545
1396	-0.00280399
1397	-0.00280399
1398	-0.00312925
1399	-0.00280399
1400	-0.00280399
1401	-0.00182824
1402	-0.0034545
1403	-0.004105
1404	-0.0034545
1405	-0.0047555
1406	-0.00377975
1407	-0.004105
1408	-0.00443025
1409	-0.00312925
1410	-0.00443025
1411	-0.004105
1412	-0.0034545
1413	-0.00443025
1414	-0.00280399
1415	-0.0034545
1416	-0.0034545
1417	-0.000852486
1418	-0.00280399
1419	-0.0034545
1420	-0.00182824
1421	-0.0034545
1422	-0.00150299
1423	-0.00182824
1424	-0.00182824
1425	-0.00150299
1426	-0.00280399
1427	-0.00182824
1428	-0.00312925
1429	-0.00182824
1430	-0.000201983
1431	-0.00182824
1432	-0.00117774
1433	0.000123269
1434	-0.000852486
1435	0.000123269
1436	-0.00150299
1437	-0.00150299
1438	-0.00150299
1439	-0.00150299
1440	0.000123269
1441	-0.00150299
1442	-0.00117774
1443	-0.00150299
1444	-0.000852486
1445	-0.000852486
1446	0.00044852
1447	-0.000852486
1448	-0.00150299
1449	-0.00182824
1450	-0.00150299
1451	-0.000527234
1452	-0.0034545
1453	-0.00182824
1454	-0.00117774
1455	-0.00215349
1456	-0.00182824
1457	-0.00150299
1458	-0.00215349
1459	-0.00215349
1460	-0.00280399
1461	-0.00377975
1462	-0.00280399
1463	-0.00247874
1464	-0.00247874
1465	-0.00150299
1466	-0.00215349
1467	-0.000527234
1468	-0.00247874
1469	-0.00215349
1470	-0.00117774
1471	-0.000852486
1472	-0.000201983
1473	-0.00150299
1474	-0.000201983
1475	-0.00117774
1476	-0.00150299
1477	-0.00117774
1478	-0.00215349
1479	-0.0034545
1480	-0.000527234
1481	-0.00215349
1482	-0.00247874
1483	-0.000201983
1484	-0.000201983
1485	-0.000852486
1486	0.00044852
1487	-0.000852486
1488	-0.000852486
1489	-0.00182824
1490	-0.00182824
1491	-0.00150299
1492	-0.00280399
1493	-0.0034545
1494	-0.004105
1495	-0.00280399
1496	-0.00150299
1497	-0.00312925
1498	-0.0034545
1499	-0.00117774
1500	-0.00117774
1501	-0.00182824
1502	-0.00215349
1503	-0.00247874
1504	-0.00312925
