Samples - Plot 0	"Amplitude, V - Plot 0"
3937	0.000123269
3938	-0.000852486
3939	0.00109902
3940	0.00044852
3941	0.00109902
3942	0.00174953
3943	0.00142427
3944	-0.000201983
3945	0.00207478
3946	0.00207478
3947	0.00109902
3948	0.000773772
3949	0.00044852
3950	0.00240003
3951	0.00174953
3952	-0.000852486
3953	0.000773772
3954	0.000773772
3955	-0.000201983
3956	0.00044852
3957	0.000773772
3958	0.00207478
3959	0.00240003
3960	0.00174953
3961	0.00305053
3962	0.00240003
3963	0.00305053
3964	0.00305053
3965	0.00240003
3966	0.00142427
3967	0.00207478
3968	0.000123269
3969	0.00044852
3970	0.00044852
3971	-0.00117774
3972	0.000123269
3973	0.00044852
3974	0.000123269
3975	0.000773772
3976	0.00109902
3977	0.00142427
3978	0.00272528
3979	0.00142427
3980	0.00109902
3981	0.000773772
3982	0.00142427
3983	0.00109902
3984	0.000123269
3985	0.00142427
3986	0.00109902
3987	0.000773772
3988	0.00044852
3989	0.00109902
3990	0.00109902
3991	0.000123269
3992	0.00142427
3993	0.00240003
3994	0.000773772
3995	0.00109902
3996	0.00174953
3997	0.000773772
3998	0.00142427
3999	0.00174953
4000	-0.000852486
4001	0.00044852
4002	-0.000201983
4003	0.00044852
4004	0.000123269
4005	-0.000201983
4006	0.000773772
4007	0.000123269
4008	-0.00117774
4009	-0.000527234
4010	-0.000527234
4011	-0.00117774
4012	-0.00150299
4013	-0.00150299
4014	-0.000852486
4015	-0.000201983
4016	-0.000852486
4017	-0.00150299
4018	-0.00247874
4019	-0.00247874
4020	-0.00117774
4021	-0.00247874
4022	-0.00117774
4023	-0.00215349
4024	-0.00215349
4025	-0.00215349
4026	-0.00280399
4027	-0.00117774
4028	-0.00215349
4029	-0.00280399
4030	-0.00247874
4031	-0.00247874
4032	-0.00247874
4033	-0.00247874
4034	-0.00280399
4035	-0.00280399
4036	-0.00247874
4037	-0.0034545
4038	-0.00312925
4039	-0.00280399
4040	-0.00312925
4041	-0.00150299
4042	-0.0034545
4043	-0.0047555
4044	-0.00280399
4045	-0.0034545
4046	-0.00247874
4047	-0.00247874
4048	-0.00280399
4049	-0.00150299
4050	-0.00117774
4051	-0.00215349
4052	-0.00182824
4053	-0.00247874
4054	-0.00215349
4055	-0.0034545
4056	-0.00443025
4057	-0.00377975
4058	-0.00377975
4059	-0.0034545
4060	-0.00377975
4061	-0.0034545
4062	-0.00247874
4063	-0.0034545
4064	-0.00280399
4065	-0.00215349
4066	-0.00247874
4067	-0.00117774
4068	-0.00150299
4069	-0.0034545
4070	-0.0034545
4071	-0.00312925
4072	-0.0034545
4073	-0.00377975
4074	-0.00377975
4075	-0.004105
4076	-0.004105
4077	-0.0047555
4078	-0.00377975
4079	-0.004105
4080	-0.004105
4081	-0.0034545
4082	-0.00508075
4083	-0.00312925
4084	-0.004105
4085	-0.0034545
4086	-0.004105
4087	-0.0034545
4088	-0.00150299
4089	-0.00377975
4090	-0.00443025
4091	-0.004105
4092	-0.00312925
4093	-0.0034545
4094	-0.00280399
4095	-0.00312925
4096	-0.0034545
4097	-0.00280399
4098	-0.00280399
4099	-0.00280399
4100	-0.00117774
4101	-0.000527234
4102	-0.000852486
4103	0.000123269
4104	-0.000201983
4105	-0.00182824
4106	-0.00215349
4107	-0.000852486
4108	-0.00215349
4109	-0.00182824
4110	-0.000852486
4111	-0.00182824
4112	-0.00312925
4113	-0.00182824
4114	-0.000527234
4115	-0.00117774
4116	0.000123269
4117	0.00044852
4118	-0.000201983
4119	-0.000852486
4120	-0.000527234
4121	0.00044852
4122	-0.000527234
4123	-0.000527234
4124	-0.00182824
4125	-0.00117774
4126	-0.00117774
4127	-0.000852486
4128	-0.00182824
4129	-0.00117774
4130	-0.00182824
4131	-0.000201983
4132	-0.00182824
4133	-0.000852486
4134	-0.00117774
4135	-0.00117774
4136	-0.000852486
4137	0.000123269
4138	0.00142427
4139	0.00044852
4140	0.00142427
4141	0.00044852
4142	0.00174953
4143	-0.000201983
4144	0.000123269
4145	-0.00150299
4146	-0.000201983
4147	-0.000527234
4148	-0.000527234
4149	0.000123269
4150	0.000123269
4151	0.000773772
4152	0.00109902
4153	0.000773772
4154	0.00174953
4155	0.00207478
4156	0.00044852
4157	0.00174953
4158	0.00109902
4159	0.00174953
4160	0.00174953
4161	0.00109902
4162	-0.000201983
4163	0.00174953
4164	-0.000201983
4165	0.00109902
4166	0.000773772
4167	0.00109902
4168	0.00207478
4169	-0.000201983
4170	-0.000201983
4171	0.00044852
4172	0.000773772
4173	0.00142427
4174	0.00109902
4175	0.00174953
4176	0.000773772
4177	-0.000852486
4178	0.000773772
4179	0.00044852
4180	-0.000201983
4181	0.000123269
4182	-0.00117774
4183	-0.000852486
4184	-0.00150299
4185	-0.00117774
4186	-0.000527234
4187	0.000123269
4188	-0.00117774
4189	-0.000201983
4190	-0.00182824
4191	-0.00150299
4192	-0.000852486
4193	-0.000852486
4194	-0.00215349
4195	-0.00182824
4196	-0.00312925
4197	-0.00182824
4198	-0.000852486
4199	-0.00182824
4200	0.000123269
4201	-0.00117774
4202	-0.00150299
4203	-0.000852486
4204	-0.000527234
4205	0.000773772
4206	-0.000852486
4207	0.000773772
4208	0.000123269
4209	0.00044852
4210	0.00109902
4211	0.00044852
4212	0.00174953
4213	0.00272528
4214	0.00142427
4215	0.00174953
4216	0.00109902
4217	0.00174953
4218	0.00142427
4219	0.00240003
4220	0.000123269
4221	0.00174953
4222	0.00240003
4223	0.00272528
4224	0.00240003
4225	0.00240003
4226	0.00240003
4227	0.00174953
4228	0.00142427
4229	0.00109902
4230	0.00142427
4231	0.00142427
4232	-0.000527234
4233	0.000123269
4234	-0.000852486
4235	-0.00182824
4236	-0.0034545
4237	-0.00182824
4238	-0.00377975
4239	-0.0034545
4240	-0.00215349
4241	-0.00377975
4242	-0.00215349
4243	-0.00215349
4244	-0.00150299
4245	-0.0034545
4246	-0.00443025
4247	-0.004105
4248	-0.00377975
4249	-0.004105
4250	-0.00508075
4251	-0.00573126
4252	-0.00443025
4253	-0.00540601
4254	-0.00540601
4255	-0.00443025
4256	-0.00540601
4257	-0.0047555
4258	-0.00540601
4259	-0.00508075
4260	-0.00540601
4261	-0.00280399
4262	-0.00182824
4263	-0.00117774
4264	-0.00182824
4265	-0.00182824
4266	-0.00280399
4267	-0.00280399
4268	-0.0034545
4269	-0.00215349
4270	-0.00150299
4271	-0.000201983
4272	-0.00182824
4273	-0.000527234
4274	-0.00150299
4275	-0.000527234
4276	-0.000201983
4277	-0.00117774
4278	-0.000527234
4279	-0.000201983
4280	-0.00247874
4281	-0.000852486
4282	-0.00150299
4283	0.000123269
4284	-0.00117774
4285	-0.000852486
4286	-0.00215349
4287	-0.000527234
4288	-0.0034545
4289	-0.00312925
4290	-0.00443025
4291	-0.0034545
4292	-0.000852486
4293	-0.00280399
4294	-0.00215349
4295	-0.00150299
4296	-0.000201983
4297	-0.00150299
4298	-0.00312925
4299	-0.004105
4300	-0.004105
4301	-0.0047555
4302	-0.0034545
4303	-0.00443025
4304	-0.004105
4305	-0.00377975
4306	-0.0034545
4307	-0.0034545
4308	-0.00377975
4309	-0.00312925
4310	-0.00312925
4311	-0.00377975
4312	-0.00443025
4313	-0.0034545
4314	-0.00280399
4315	-0.000852486
4316	-0.00247874
4317	-0.000852486
4318	-0.00215349
4319	-0.00247874
4320	-0.00280399
4321	-0.00182824
4322	-0.00215349
4323	-0.00150299
4324	-0.00312925
4325	-0.00215349
4326	-0.00215349
4327	-0.00215349
4328	-0.000201983
4329	-0.000852486
4330	-0.00280399
4331	-0.000201983
4332	-0.00117774
4333	-0.000201983
4334	-0.000527234
4335	-0.00150299
4336	-0.000527234
4337	-0.00247874
4338	-0.00150299
4339	-0.000527234
4340	-0.00182824
4341	-0.00150299
4342	-0.00443025
4343	-0.00247874
4344	-0.00117774
4345	-0.000527234
4346	-0.00182824
4347	0.000123269
4348	-0.0034545
4349	-0.00312925
4350	-0.00247874
4351	-0.00215349
4352	-0.00247874
4353	-0.004105
4354	-0.00508075
4355	-0.00508075
4356	-0.00540601
4357	-0.00540601
4358	-0.00182824
4359	-0.0034545
4360	-0.0047555
4361	-0.0047555
4362	-0.00508075
4363	-0.00605651
4364	-0.00573126
4365	-0.00508075
4366	-0.00540601
4367	-0.00540601
4368	-0.00540601
4369	-0.00735751
4370	-0.00508075
4371	-0.00443025
4372	-0.00443025
4373	-0.0034545
4374	-0.00605651
4375	-0.00573126
4376	-0.00540601
4377	-0.00540601
4378	-0.00605651
4379	-0.00540601
4380	-0.00670701
4381	-0.0047555
4382	-0.00605651
4383	-0.00443025
4384	-0.0034545
4385	-0.00377975
4386	-0.0034545
4387	-0.00215349
4388	-0.00247874
4389	-0.000852486
4390	-0.00215349
4391	-0.00215349
4392	-0.00247874
4393	-0.0034545
4394	-0.0034545
4395	-0.0034545
4396	-0.00605651
4397	-0.004105
4398	-0.00508075
4399	-0.0047555
4400	-0.0034545
4401	-0.0047555
4402	-0.0047555
4403	-0.00508075
4404	-0.00312925
4405	-0.00247874
4406	-0.0034545
4407	-0.00312925
4408	-0.00377975
4409	-0.00540601
4410	-0.00605651
4411	-0.00638176
4412	-0.00768277
4413	-0.00735751
4414	-0.00865852
4415	-0.00703226
4416	-0.00800802
4417	-0.00833327
4418	-0.00833327
4419	-0.00930902
4420	-0.00800802
4421	-0.00768277
4422	-0.00800802
4423	-0.00768277
4424	-0.00800802
4425	-0.00735751
4426	-0.00930902
4427	-0.00963428
4428	-0.00963428
4429	-0.00865852
4430	-0.00800802
4431	-0.00670701
4432	-0.00768277
4433	-0.00638176
4434	-0.00508075
4435	-0.00312925
4436	-0.00247874
4437	-0.0034545
4438	-0.00443025
4439	-0.00508075
4440	-0.00638176
4441	-0.00573126
4442	-0.004105
4443	-0.00280399
4444	-0.00280399
4445	-0.00280399
4446	-0.00247874
4447	-0.00117774
4448	0.00142427
4449	0.00044852
4450	0.00044852
4451	-0.000527234
4452	0.000773772
4453	-0.00117774
4454	-0.000852486
4455	-0.00150299
4456	-0.000852486
4457	-0.00182824
4458	-0.00182824
4459	-0.00280399
4460	-0.00117774
4461	-0.000852486
4462	-0.00215349
4463	-0.00117774
4464	-0.00215349
4465	-0.0034545
4466	-0.00540601
4467	-0.00605651
4468	-0.00443025
4469	-0.00443025
4470	-0.00540601
4471	-0.00703226
4472	-0.00963428
4473	-0.00995953
4474	-0.00833327
4475	-0.00865852
4476	-0.00833327
4477	-0.00898377
4478	-0.00963428
4479	-0.00930902
4480	-0.0109353
4481	-0.011911
4482	-0.01061
4483	-0.01061
4484	-0.00898377
4485	-0.00963428
4486	-0.00898377
4487	-0.00963428
4488	-0.00735751
4489	-0.0102848
4490	-0.00735751
4491	-0.00703226
4492	-0.00508075
4493	-0.00377975
4494	-0.00247874
4495	0.00109902
4496	0.00044852
4497	0.00142427
4498	0.00337578
4499	0.00337578
4500	0.00630305
4501	0.00695355
4502	0.0066283
4503	0.0079293
4504	0.0072788
4505	0.00988081
4506	0.0108566
4507	0.0105313
4508	0.0115071
4509	0.0128081
4510	0.0131333
4511	0.0118323
4512	0.0102061
4513	0.0079293
4514	0.00890506
4515	0.0066283
4516	0.00565254
4517	0.00630305
4518	0.00597779
4519	0.00500204
4520	0.00370103
4521	0.00402629
4522	0.00435154
4523	0.00044852
4524	0.000123269
4525	-0.00182824
4526	-0.00150299
4527	-0.00182824
4528	-0.00540601
4529	-0.0109353
4530	-0.0164646
4531	-0.0203676
4532	-0.0262221
4533	-0.0291494
4534	-0.0320766
4535	-0.0359796
4536	-0.0382564
4537	-0.0402079
4538	-0.0424847
4539	-0.0444362
4540	-0.0437857
4541	-0.0444362
4542	-0.0444362
4543	-0.0441109
4544	-0.0431352
4545	-0.0441109
4546	-0.0389069
4547	-0.0350039
4548	-0.0275231
4549	-0.0258968
4550	-0.0223191
4551	-0.0187413
4552	-0.0154888
4553	-0.00768277
4554	0.00142427
4555	0.00955556
4556	0.0173616
4557	0.0284201
4558	0.0407797
4559	0.0518383
4560	0.0612705
4561	0.0713533
4562	0.0820866
4563	0.0898927
4564	0.106155
4565	0.126646
4566	0.150715
4567	0.171856
4568	0.193973
4569	0.206333
4570	0.210886
4571	0.215114
4572	0.213163
4573	0.208935
4574	0.122093
4575	-0.00995953
4576	-0.111763
4577	-0.19145
4578	-0.199581
4579	-0.149818
4580	-0.0968017
4581	-0.061024
4582	-0.0789128
4583	-0.0844421
4584	-0.0685048
4585	-0.0551695
4586	-0.0337029
4587	-0.0402079
4588	-0.101355
4589	-0.17226
4590	-0.246743
4591	-0.272763
4592	-0.268209
4593	-0.238937
4594	-0.196654
4595	-0.172585
4596	-0.153395
4597	-0.126074
4598	-0.0968017
4599	-0.0580967
4600	-0.0379312
4601	-0.0337029
4602	-0.0480139
4603	-0.0737088
4604	-0.0818401
4605	-0.0743593
4606	-0.0541937
4607	-0.0245958
4608	-0.00508075
4609	0.0147596
4610	0.0332989
4611	0.059319
4612	0.0950967
4613	0.117539
4614	0.134452
4615	0.133802
4616	0.0996502
4617	0.0681008
4618	0.0293959
4619	0.00760405
4620	0.0105313
4621	0.0300464
4622	0.0622463
4623	0.0996502
4624	0.143884
4625	0.192347
4626	0.230401
4627	0.278213
4628	0.331555
4629	0.380342
4630	0.43531
4631	0.478243
4632	0.494831
4633	0.484097
4634	0.337084
4635	-0.01061
4636	-0.208363
4637	-0.337813
4638	-0.376518
4639	-0.293904
4640	-0.206737
4641	-0.19763
4642	-0.165755
4643	-0.14624
4644	-0.00638176
4645	0.0414302
4646	0.127622
4647	0.153967
4648	0.0339494
4649	-0.112739
4650	-0.240563
4651	-0.320575
4652	-0.334886
4653	-0.313744
4654	-0.261054
4655	-0.226577
4656	-0.235359
4657	-0.17161
4658	-0.147866
4659	-0.0857431
4660	-0.0353291
4661	-0.0213433
4662	-0.0441109
4663	-0.0815148
4664	-0.123472
4665	-0.117943
4666	-0.130953
4667	-0.102656
4668	-0.0873694
4669	-0.0906219
4670	-0.0704563
4671	-0.0496402
4672	-0.00605651
4673	0.0365514
4674	0.0609453
4675	0.0798099
4676	0.0736301
4677	0.0602948
4678	0.0759069
4679	0.0720038
4680	0.0837129
4681	0.0885917
4682	0.0850139
4683	0.0824119
4684	0.0589938
4685	0.0453332
4686	0.0440322
4687	0.0385029
4688	0.0365514
4689	0.0531393
4690	0.0843634
4691	0.14486
4692	0.205357
4693	0.271708
4694	0.321797
4695	0.362453
4696	0.406037
4697	0.458077
4698	0.495806
4699	0.514021
4700	0.51272
4701	0.486374
4702	0.243411
4703	-0.0567957
4704	-0.270161
4705	-0.427908
4706	-0.460108
4707	-0.339439
4708	-0.25032
4709	-0.168032
4710	-0.154371
4711	-0.0984279
4712	-0.0470382
4713	0.0385029
4714	0.129899
4715	0.130224
4716	0.0300464
4717	-0.102981
4718	-0.270811
4719	-0.382698
4720	-0.404164
4721	-0.375217
4722	-0.311468
4723	-0.272112
4724	-0.228529
4725	-0.201207
4726	-0.17844
4727	-0.131278
4728	-0.0841169
4729	-0.0776118
4730	-0.0981027
4731	-0.158599
4732	-0.192426
4733	-0.215518
4734	-0.193727
4735	-0.147866
4736	-0.117293
4737	-0.10103
4738	-0.0834664
4739	-0.0795633
4740	-0.058422
4741	-0.0307756
4742	-0.00508075
4743	0.0105313
4744	0.00890506
4745	0.0232161
4746	0.045008
4747	0.0814361
4748	0.13868
4749	0.178686
4750	0.189094
4751	0.190395
4752	0.197876
4753	0.236256
4754	0.301631
4755	0.387173
4756	0.460029
4757	0.517924
4758	0.568663
4759	0.600863
4760	0.640543
4761	0.676972
4762	0.725434
4763	0.795363
4764	0.565736
4765	0.116889
4766	-0.15307
4767	-0.471166
4768	-0.591834
4769	-0.543372
4770	-0.416199
4771	-0.259102
4772	-0.238611
4773	-0.187872
4774	-0.0981027
4775	-0.0294746
4776	0.0853392
4777	0.179987
4778	0.148113
4779	0.059319
4780	-0.175838
4781	-0.335536
4782	-0.464336
4783	-0.519629
4784	-0.454904
4785	-0.381722
4786	-0.325128
4787	-0.265282
4788	-0.233733
4789	-0.142337
4790	-0.0600483
4791	0.0274444
4792	0.100301
4793	0.0707028
4794	0.000123269
4795	-0.123147
4796	-0.265607
4797	-0.337162
4798	-0.390178
4799	-0.362857
4800	-0.303336
4801	-0.248044
4802	-0.163803
4803	-0.0928986
4804	-0.0249211
4805	0.0329737
4806	0.04761
4807	0.0433817
4808	0.00240003
4809	-0.054519
4810	-0.0984279
4811	-0.139084
4812	-0.134856
4813	-0.104933
4814	-0.0606988
4815	-0.000201983
4816	0.0638726
4817	0.135428
4818	0.20243
4819	0.253494
4820	0.303583
4821	0.345866
4822	0.391401
4823	0.437912
4824	0.482146
4825	0.528006
4826	0.553051
4827	0.580047
4828	0.614849
4829	0.658107
4830	0.697462
4831	0.733565
4832	0.828539
4833	0.836345
4834	0.50719
4835	0.140307
4836	-0.177789
4837	-0.453603
4838	-0.600616
4839	-0.551828
4840	-0.442544
4841	-0.365785
4842	-0.355702
4843	-0.300734
4844	-0.234708
4845	-0.180066
4846	-0.0372806
4847	0.0713533
4848	0.105179
4849	0.0297212
4850	-0.104933
4851	-0.275039
4852	-0.397009
4853	-0.480598
4854	-0.464011
4855	-0.425956
4856	-0.390178
4857	-0.35375
4858	-0.318298
4859	-0.271136
4860	-0.177789
4861	-0.0759856
4862	0.0258181
4863	0.0752564
4864	0.0440322
4865	-0.0398827
4866	-0.131278
4867	-0.222349
4868	-0.330007
4869	-0.39896
4870	-0.39831
4871	-0.376518
4872	-0.330007
4873	-0.232106
4874	-0.148191
4875	-0.0750098
4876	-0.0317514
4877	0.00174953
4878	0.00760405
4879	-0.00638176
4880	-0.0314261
4881	-0.0333776
4882	-0.0437857
4883	-0.0288241
4884	0.000123269
4885	0.0401292
4886	0.0843634
4887	0.130874
4888	0.174458
4889	0.217391
4890	0.257397
4891	0.300981
4892	0.349443
4893	0.374162
4894	0.412217
4895	0.451898
4896	0.485398
4897	0.514021
4898	0.540366
4899	0.553376
4900	0.556629
4901	0.5524
4902	0.574843
4903	0.620053
4904	0.649
4905	0.555978
4906	0.355948
4907	0.175759
4908	-0.0236201
4909	-0.214217
4910	-0.278617
4911	-0.303011
4912	-0.325128
4913	-0.348546
4914	-0.374566
4915	-0.376518
4916	-0.373265
4917	-0.342041
4918	-0.249345
4919	-0.180717
4920	-0.142337
4921	-0.1264
4922	-0.148517
4923	-0.182993
4924	-0.226902
4925	-0.256175
4926	-0.257476
4927	-0.272763
4928	-0.293579
4929	-0.296831
4930	-0.315696
4931	-0.325128
4932	-0.319599
4933	-0.32155
4934	-0.335861
4935	-0.316672
4936	-0.300084
4937	-0.271136
4938	-0.228203
4939	-0.184945
4940	-0.143638
4941	-0.115016
4942	-0.0971269
4943	-0.0854179
4944	-0.0854179
4945	-0.0870441
4946	-0.0818401
4947	-0.0876946
4948	-0.0883451
4949	-0.0860684
4950	-0.0785876
4951	-0.0525675
4952	-0.0141878
4953	0.0219151
4954	0.0557413
4955	0.0723291
4956	0.0794846
4957	0.0785089
4958	0.0749311
4959	0.0827371
4960	0.0941209
4961	0.102252
4962	0.110709
4963	0.129899
4964	0.159171
4965	0.186167
4966	0.198852
4967	0.216415
4968	0.22845
4969	0.238858
4970	0.251217
4971	0.26813
4972	0.248941
4973	0.230076
4974	0.250242
4975	0.258373
4976	0.233329
4977	0.173157
4978	0.111359
4979	0.114937
4980	0.045008
4981	0.00890506
4982	0.00955556
4983	-0.0304504
4984	-0.0841169
4985	-0.105583
4986	-0.137458
4987	-0.160226
4988	-0.188848
4989	-0.193401
4990	-0.170308
4991	-0.180066
4992	-0.157298
4993	-0.123798
4994	-0.109161
4995	-0.0815148
4996	-0.0434604
4997	-0.0154888
4998	0.0170363
4999	0.0326484
5000	0.0612705
5001	0.0915189
5002	0.110384
5003	0.134777
5004	0.164701
5005	0.17706
5006	0.193973
5007	0.208609
5008	0.220969
5009	0.239834
5010	0.24764
5011	0.258373
5012	0.266504
5013	0.266504
5014	0.268456
5015	0.264878
5016	0.254795
5017	0.247965
5018	0.237882
5019	0.224547
5020	0.211211
5021	0.201454
5022	0.187143
5023	0.168929
5024	0.151365
5025	0.134452
5026	0.11884
5027	0.101602
5028	0.0859897
5029	0.0720038
5030	0.0583433
5031	0.0456585
5032	0.0323232
5033	0.0209394
5034	0.0128081
5035	0.00467679
5036	-0.000201983
5037	-0.00150299
5038	-0.00443025
5039	-0.00703226
5040	-0.011911
5041	-0.013212
5042	-0.0112605
5043	-0.00800802
5044	-0.00182824
5045	0.00532729
5046	0.0102061
5047	0.0160606
5048	0.0215899
5049	0.0254929
5050	0.0359009
5051	0.0443575
5052	0.0508625
5053	0.0576928
5054	0.0596443
5055	0.0638726
5056	0.0664746
5057	0.0635473
5058	0.0576928
5059	0.0482605
5060	0.0394787
5061	0.0274444
5062	0.0131333
5063	-0.00117774
5064	-0.0174403
5065	-0.0359796
5066	-0.0522422
5067	-0.0704563
5068	-0.0886704
5069	-0.108836
5070	-0.127701
5071	-0.144288
5072	-0.161527
5073	-0.175838
5074	-0.188848
5075	-0.200232
5076	-0.21064
5077	-0.215518
5078	-0.221373
5079	-0.226577
5080	-0.23048
5081	-0.234708
5082	-0.235359
5083	-0.232432
5084	-0.227228
5085	-0.218446
5086	-0.214217
5087	-0.208363
5088	-0.204135
5089	-0.197955
5090	-0.191775
5091	-0.18527
5092	-0.180391
5093	-0.172585
5094	-0.163803
5095	-0.158599
5096	-0.155022
5097	-0.148517
5098	-0.145264
5099	-0.136482
5100	-0.130303
5101	-0.123798
5102	-0.120545
5103	-0.117943
5104	-0.114365
5105	-0.111113
5106	-0.106234
5107	-0.0981027
5108	-0.0893209
5109	-0.0789128
5110	-0.0698058
5111	-0.0590725
5112	-0.0489897
5113	-0.0385817
5114	-0.0249211
5115	-0.0122363
5116	0.00142427
5117	0.0115071
5118	0.0219151
5119	0.0303717
5120	0.0345999
5121	0.0394787
5122	0.0443575
5123	0.046309
5124	0.0482605
5125	0.0505372
5126	0.0531393
5127	0.054115
5128	0.0560665
5129	0.0583433
5130	0.0576928
5131	0.0576928
5132	0.056717
5133	0.0550908
5134	0.0524888
5135	0.0508625
5136	0.0495615
5137	0.0469595
5138	0.0430565
5139	0.0385029
5140	0.0313474
5141	0.0261434
5142	0.0219151
5143	0.0180121
5144	0.0121576
5145	0.00435154
5146	-0.00215349
5147	-0.00995953
5148	-0.0135373
5149	-0.0154888
5150	-0.0184161
5151	-0.0210181
5152	-0.0229696
5153	-0.0252463
5154	-0.0275231
5155	-0.0275231
5156	-0.0258968
5157	-0.0236201
5158	-0.0245958
5159	-0.0213433
5160	-0.0213433
5161	-0.0200423
5162	-0.0161393
5163	-0.0115858
5164	-0.00638176
5165	-0.00247874
5166	-0.000527234
5167	0.00305053
5168	0.00240003
5169	0.00532729
5170	0.00923031
5171	0.0102061
5172	0.0105313
5173	0.00857981
5174	0.00630305
5175	0.00467679
5176	0.00402629
5177	0.0072788
5178	0.0115071
5179	0.0137838
5180	0.0176868
5181	0.0173616
5182	0.0180121
5183	0.0199636
5184	0.0193131
5185	0.0225656
5186	0.0258181
5187	0.0248424
5188	0.0261434
5189	0.0258181
5190	0.0277696
5191	0.0287454
5192	0.0280949
5193	0.0258181
5194	0.0245171
5195	0.0248424
5196	0.0222404
5197	0.0206141
5198	0.0212646
5199	0.0212646
5200	0.0196384
5201	0.0186626
5202	0.0186626
5203	0.0196384
5204	0.0202889
5205	0.0219151
5206	0.0228909
5207	0.0222404
5208	0.0196384
5209	0.0163858
5210	0.0157353
5211	0.0144343
5212	0.0137838
5213	0.0118323
5214	0.00857981
5215	0.00500204
5216	-0.000201983
5217	-0.0034545
5218	-0.00573126
5219	-0.00898377
5220	-0.00995953
5221	-0.013212
5222	-0.014513
5223	-0.0171151
5224	-0.0180908
5225	-0.0180908
5226	-0.0164646
5227	-0.0158141
5228	-0.0161393
5229	-0.0171151
5230	-0.0171151
5231	-0.0184161
5232	-0.0184161
5233	-0.0167898
5234	-0.0161393
5235	-0.0184161
5236	-0.0197171
5237	-0.0203676
5238	-0.0232948
5239	-0.0223191
5240	-0.0210181
5241	-0.0197171
5242	-0.0193918
5243	-0.0187413
5244	-0.0184161
5245	-0.0203676
5246	-0.0203676
5247	-0.0184161
5248	-0.0180908
5249	-0.014513
5250	-0.0138625
5251	-0.0158141
5252	-0.0158141
5253	-0.0167898
5254	-0.0184161
5255	-0.0193918
5256	-0.0200423
5257	-0.0174403
5258	-0.0177656
5259	-0.014513
5260	-0.011911
5261	-0.00963428
5262	-0.00638176
5263	-0.00540601
5264	-0.00377975
5265	-0.00443025
5266	-0.00280399
5267	-0.00377975
5268	-0.00377975
5269	-0.00508075
5270	-0.0047555
5271	-0.00735751
5272	-0.00735751
5273	-0.00638176
5274	-0.004105
5275	-0.0034545
5276	-0.00182824
5277	-0.00117774
5278	-0.00182824
5279	0.00044852
5280	0.000773772
5281	0.00240003
5282	0.00207478
5283	0.00109902
5284	0.00142427
5285	-0.00117774
5286	-0.00312925
5287	-0.00377975
5288	-0.00540601
5289	-0.004105
5290	-0.004105
5291	-0.00117774
5292	0.000123269
5293	0.000773772
5294	0.00142427
5295	0.00142427
5296	0.00305053
5297	0.00272528
5298	0.00402629
5299	0.00500204
5300	0.00240003
5301	0.00207478
5302	0.00370103
5303	0.00305053
5304	0.00207478
5305	0.00240003
5306	0.00305053
5307	0.00467679
5308	0.00174953
5309	0.00272528
5310	0.00435154
5311	0.00370103
5312	0.00500204
5313	0.00467679
5314	0.00500204
5315	0.00402629
5316	0.00467679
5317	0.00467679
5318	0.0072788
5319	0.00630305
5320	0.00695355
5321	0.0066283
5322	0.00532729
5323	0.00597779
5324	0.00500204
5325	0.00174953
5326	0.00174953
5327	-0.000201983
5328	0.000773772
5329	0.00109902
5330	0.00174953
5331	0.00337578
5332	0.00500204
5333	0.00532729
5334	0.00565254
5335	0.00760405
5336	0.00923031
5337	0.00988081
5338	0.0118323
5339	0.0115071
5340	0.0134586
5341	0.0115071
5342	0.00923031
5343	0.00857981
5344	0.00955556
5345	0.00955556
5346	0.00857981
5347	0.00825456
5348	0.00760405
5349	0.0066283
5350	0.00825456
5351	0.00760405
5352	0.0079293
5353	0.0079293
5354	0.00760405
5355	0.00825456
5356	0.00695355
5357	0.00500204
5358	0.00435154
5359	0.00272528
5360	0.00272528
5361	0.00402629
5362	0.00467679
5363	0.00565254
5364	0.00532729
5365	0.00597779
5366	0.0066283
5367	0.00532729
5368	0.00370103
5369	0.00337578
5370	0.00207478
5371	0.00044852
5372	-0.000201983
5373	-0.000527234
5374	-0.00150299
5375	-0.00150299
5376	-0.00117774
5377	-0.000852486
5378	0.00044852
5379	0.000773772
5380	0.00272528
5381	0.00305053
5382	0.00272528
5383	0.00272528
5384	0.00240003
5385	0.000773772
5386	-0.00215349
5387	-0.0034545
5388	-0.0047555
5389	-0.00573126
5390	-0.00443025
5391	-0.00280399
5392	-0.00215349
5393	-0.00150299
5394	-0.00280399
5395	-0.00150299
5396	-0.0034545
5397	-0.00247874
5398	0.00044852
5399	0.000123269
5400	-0.00150299
5401	-0.00150299
5402	-0.00280399
5403	-0.00215349
5404	-0.00150299
5405	-0.00280399
5406	-0.00280399
5407	-0.000527234
5408	-0.000201983
5409	0.00174953
5410	0.000123269
5411	0.00272528
5412	0.00142427
5413	0.00207478
5414	0.00305053
5415	0.000123269
5416	0.00142427
5417	0.00044852
5418	-0.00117774
5419	-0.00182824
5420	-0.0034545
5421	-0.004105
5422	-0.00540601
5423	-0.00768277
5424	-0.00508075
5425	-0.0034545
5426	-0.00443025
5427	-0.00540601
5428	-0.00605651
5429	-0.00540601
5430	-0.00540601
5431	-0.00605651
5432	-0.00605651
5433	-0.00605651
